"entrezgene","sample_1","sample_2","sample_3"
11287,2.29914458166646,0.970047576980337,1.63296682177292
11298,0.908039438704068,1.36269485922714,0
11302,2.77827968803734,2.97650522840606,2.31784542553679
11303,5.22630815914126,5.45529116880141,5.54541425304862
11304,1.22867721299935,0.755578994723676,0.958134068743709
11305,3.18174657714765,3.07458203598996,3.22326231242146
11306,3.82582838838171,3.98218972165008,3.81671514355076
11307,2.23078216428846,1.40919349902511,2.12755646917311
11308,6.22803172505266,6.0374098514745,6.1584738345582
11350,6.42781411890047,6.24183534925495,5.99192586319981
11352,4.12603045540782,4.08751402489664,3.94335938472368
11354,0,0,0
11363,4.77934301118894,5.34129124221672,5.12083429747363
11364,4.9471631365951,5.22854817846576,5.04398581516775
11370,6.21851490203677,6.25876863830349,6.11637940092609
11409,3.45852345213487,3.42946040571462,3.93357174910758
11416,4.25107951481159,3.62324455107435,4.1206185379013
11418,0.526514015289614,0.480144130842762,0
11419,2.9413532925683,2.32003626116319,2.09827136446511
11421,1.17904966207382,0.748543880599998,0.581905244018712
11423,0.922519591663934,0.263874642826151,0.286789368389382
11425,0,0,0
11426,6.58075031430124,6.52961036248132,6.55741973905118
11428,5.85300259129076,5.80051761015829,5.84702980425475
11429,7.13207605652683,6.89284617048462,6.9565333447254
11430,5.0391074270645,5.25635040330642,5.38500778016542
11431,6.63577744016109,6.79559438640236,6.38300662828216
11432,6.10405773118297,6.13866372514848,6.03301546587628
11433,1.02339765276624,0.945513019005852,2.33863016668014
11434,2.7328175531108,2.3838937128733,2.90168980143369
11435,7.19914238417886,7.13874199368374,7.15837994560685
11438,2.00322772772918,3.01461629605655,2.34045509723446
11440,0,0,0
11441,0.84647973654142,0.778669842344473,0
11443,2.68615847390269,4.02832142254357,3.54608216150897
11444,0.948519201536335,1.68849247264017,0.936253146568569
11447,1.03163014929045,1.92937749656454,0.597404056974398
11448,2.64261806762069,0,1.61400062683578
11449,0,0,1.63004896618535
11450,0,0,0
11451,0.477565627310156,0.434883310009203,0.824560350160535
11459,6.19385050936853,6.30940105180233,6.3815691196316
11461,11.7630560066271,11.8616032658995,11.866159503846
11464,1.76604993713959,2.67402140649058,4.22440130277455
11465,10.9161916084597,10.7065013129091,10.6844990252383
11468,5.27180866461414,5.07411132432431,5.20232339312705
11470,0,0,1.06357702611851
11471,0,0,0
11472,2.5589205612088,2.42936108320797,3.28384077645076
11474,0,0.583108070162999,1.39908264284989
11475,6.94524546746166,6.96116141770281,6.96490330838609
11477,5.55604753109161,5.86202304826323,5.27729941677685
11479,3.93161414998065,3.63395343547498,4.35840723663311
11480,5.27067417072189,5.05473809481443,5.08314066253709
11481,3.56849203657369,2.95290520488302,2.75423448333713
11482,3.10838400057236,3.67493789353984,3.79699095453657
11484,0.386881912308505,0.633661036680495,0
11486,4.28349865242869,4.05684795410637,3.71147167670269
11487,5.35765044371004,5.57362179665039,5.50149435809514
11488,2.07782629560993,2.46961944177476,2.7337801378146
11489,5.40488327562548,4.83872260851744,4.63963238896485
11490,4.42486008154818,4.8972886403726,4.83868222436475
11491,5.65760125660782,5.4520704127528,5.6918839119188
11492,7.71574370054597,7.81602882206612,7.5856826530016
11495,0,0,0
11496,3.98641173317516,3.91768886179691,3.80573469232292
11497,0,0,0
11498,3.46301930100017,4.70287290498414,3.53042773999391
11499,0.616684586692873,0.968165517994954,1.03418213356935
11500,0,0,0
11501,2.59171603752432,3.11497221202498,3.23230298750901
11502,4.65291363811124,4.47919446335347,3.94442915651147
11504,5.92563359521604,5.95305805341174,6.15269731969185
11512,5.10548264632858,5.28117655797814,5.18263226129136
11513,4.52504112143288,3.7467491118213,3.32120683439609
11514,3.76923683234202,3.10919594478582,2.8744296658563
11515,2.38906443571289,2.12192060473489,1.44066956696342
11516,1.30471377790081,1.21303505207962,0.784299714360913
11517,3.51415544009126,3.8259307542259,3.10700304615372
11518,7.16294036351522,7.67706228361516,7.02610876077659
11519,0.688323741640606,1.90335320640363,1.13837846092009
11520,5.70859067324283,5.91809697811108,5.68350965377223
11522,0,0,0
11529,0,0,0.838839323933883
11532,6.9416307272535,6.98759730975752,6.82395295834714
11534,4.43537808919158,4.6282043321638,4.77841328636062
11535,2.20954528396961,2.68192856218173,0
11536,1.98384176105703,3.53591639951272,0.976613122181329
11537,0,0,0
11538,7.53826523985176,7.50122767591044,7.33271650284814
11539,0,0.76816909409826,1.34534163544709
11540,1.57324977918019,1.74924164709942,1.19787701565895
11541,2.46599144660166,2.73979682246261,3.30613301337039
11542,0,0.581833506611799,0.626980899829591
11544,5.56639085086712,6.0491311070494,5.44174624081284
11545,6.72324531761945,6.56132504085165,6.43050942434818
11546,6.11691434349341,6.14123047713797,5.95814070751272
11548,1.98225238159445,2.10677582744292,2.09141122728523
11549,0.71961146143331,0,0.172583498362457
11550,0.763066813281044,2.85794919142048,1.90280069127955
11551,2.73190543306756,2.01283082757109,2.11320070854632
11552,0,0.464809493867001,0.502376510474243
11553,0,0,0
11554,0,0,0
11555,0,0.763717463688745,0
11556,0,0,0.573047292203712
11564,8.23314659459938,8.32942625915941,8.55643218686991
11565,0,0,0
11566,6.20679524089866,6.28784958837324,6.11131754647337
11567,1.40636601523548,1.57203752766463,1.05736149847327
11568,5.0594552721624,4.77096500292441,4.48746400213384
11569,5.18059352981308,4.69676454601168,5.01264803077167
11571,0,0,0
11572,0,0,0
11576,0,0,0
11593,3.71633465439631,3.82578134069018,3.82644672951823
11595,1.69348056601712,1.1387734535968,2.02614221861162
11596,3.64623400967437,2.30299472066445,3.00117203625479
11600,4.96365363473272,5.07811475322238,5.15667049781779
11601,4.53923656781871,4.65427512010437,4.63503369208481
11602,0,1.5635644386681,0
11603,6.62831024001038,6.65244448104421,6.50068881332289
11604,3.60293252696433,3.99958882630496,2.21769458902013
11605,4.91512623875808,4.83968339375663,4.75250691987043
11606,0,0,0
11607,2.21826543058533,2.30173503734162,1.28431156423714
11608,0,0,0
11609,9.2463210815097,10.0277148248608,9.82690549128134
11610,4.3257870052077,3.36233161106087,3.968043184724
11611,0,0,0
11614,0,0,0
11622,6.26565044419878,6.33131096965916,6.09052699647633
11624,2.53405131370448,2.75025155840612,3.05713553909426
11625,0,0,0
11628,0,0,0
11629,1.35513526410117,2.3760317464735,2.8325516843086
11630,1.88767920120441,1.38627922806394,1.21814484066848
11632,6.75836040006567,7.18236710299487,7.01238712907865
11634,0,0,0
11636,2.36929933526147,0,1.89883688328147
11637,7.57948187234657,7.57038693041526,7.40289206015776
11639,1.76990630829525,2.95476899192192,1.87340505636347
11640,5.13167345719631,4.39974332703587,4.80379089471442
11641,5.89520040793026,5.74834722453269,5.54240384116105
11642,0,0,0
11643,0,0,0
11647,6.77847108719618,6.6737738823587,6.74438996603544
11648,0,0,0
11650,0,0,0
11651,6.44014767175602,6.33743481944219,6.41487045649375
11652,6.27640534395243,6.06088239338148,6.03332503338351
11655,4.41916079362669,4.81587539164042,4.64635053115445
11656,5.83237602319316,6.00633578920279,5.98115634966779
11657,0,0,0
11658,7.84903052934606,7.98149586378191,7.75120688552475
11666,4.28148012529828,3.83097065532459,3.99834223391679
11668,1.79237415155026,1.98013453063845,3.30383363547369
11669,4.63619227764938,3.96727363070448,4.61165515757772
11670,1.93860626154914,0,0
11671,5.44759692236528,5.04515052486028,5.27434312436352
11674,7.30714669855597,7.49043817761613,7.43946690896611
11676,4.48734345555814,4.15472640943088,3.15298920508139
11677,7.15632969134919,7.02382054456191,6.93804200305884
11682,0,0.255330535767255,0.277572277097603
11684,3.33638580540633,2.60870584850638,3.60597015090545
11685,0.784718520290417,0,0.774044343180606
11686,0,1.18586613386931,0.764312578574009
11687,0.758148763832997,0,0.747750090187966
11688,6.6011758627747,6.74607519023258,6.96816182594822
11689,2.38540935695702,2.10915762895221,1.02692168954329
11690,0,2.64524354132009,3.40586598746419
11692,5.46757016025426,4.62071620855925,4.59047333449118
11694,2.66974876471957,0,0.909318612844233
11695,5.79367977959201,5.4601852795098,5.51584999275219
11698,5.10871328920153,4.3441589760696,4.30808714241244
11699,0,0,0
11702,6.25830533506364,6.4265555941622,6.2622234806197
11704,2.54962453788297,3.1071987332197,1.13249736141216
11705,0,0,0
11717,2.56049527028626,3.38019054081992,2.25751149179137
11720,0,0,0
11722,2.69947263258797,3.3266971811189,3.18564836680708
11727,2.64052583404864,1.12001969924369,2.61908349098746
