"entrezgene","sample_1","sample_2","sample_3","sample_4"
11287,1.36446071670509,0.929919166357537,0.511154660766773,2.12047001661664
11298,0.63514548727356,0,1.03233655625054,0.569717591926992
11302,1.0961690102861,1.06353104393581,1.57110391908446,0.500885425805903
11303,5.16994163348095,5.01202838410992,5.42946137551728,5.03215074526123
11304,1.55475288149456,0.503540120172184,1.10065319875088,1.31295470237264
11305,2.51173411846044,1.73456292233649,2.3075770992999,1.61294510610547
11306,3.1019966186824,2.9785592786527,3.85536786812897,3.70960808560966
11307,2.05777513789052,1.16613314255538,2.25583123333145,0.789802403102128
11308,5.7074034856578,5.43064308646264,6.39807152629705,6.06452311588576
11350,5.81752222046905,4.80501815678054,5.50618977813746,5.48496496793192
11352,3.52311968380553,3.13633624827131,3.93155180326807,3.55105452825051
11354,0,0,0,0
11363,4.821379381002,5.03001173720189,5.02498117093514,5.30367247319014
11364,3.82048248276798,4.00822518101991,5.10608141151459,5.16913359685903
11370,4.45836587601609,5.68617504046258,6.03476082725292,5.63532296286193
11409,3.17404512850525,3.04423621604672,2.9070369047052,2.91161959797632
11416,3.16500220595216,3.47804744308514,4.14368910772284,3.87824495724772
11418,0.353813251575249,0.399995307777113,0,0.572075901569241
11419,2.01612952163291,1.38712446824234,2.18316504574792,0.691712758844977
11421,1.89239446007667,0.632521706981188,0.680887934210671,1.42025419068362
11423,1.76613557770194,0.112625113157126,1.0481730061787,0.318860908664052
11425,0,0,0,2.31442105710272
11426,5.5809191206075,5.60777156566513,6.54180988168282,6.60320158158853
11428,5.51160914843669,4.97967253358311,5.55712827436166,5.53820425470891
11429,6.23243392410965,6.37130486535254,7.01111527900576,6.36234313958682
11430,4.60831490142132,4.70831897308572,5.51259657078698,5.29632361074254
11431,5.69143820461596,6.60033805158209,6.8724436672091,7.07332932797337
11432,5.286239923793,5.47830821542399,6.11769180381214,5.62491837612217
11433,2.91009104758221,2.55320458728486,3.06863434429312,0.651253296399873
11434,1.75524709343287,2.02594546015571,1.0858119821671,2.95608342166547
11435,6.25543001328415,6.48849011581998,6.9703332923734,6.16036684963735
11438,2.63727401335338,2.30923632153103,2.56907727471045,1.16784655980815
11440,2.51374561524987,0,0,0.708880441390776
11441,2.00783554066875,0.366787752445879,1.53789139296956,0
11443,3.06187468266036,2.78972505138662,3.5985928042011,2.0011504520836
11444,1.97597781703057,0.535756899399898,0.453830871699778,1.96759439109471
11447,3.04423087368645,2.25938017298555,1.80364408939397,1.84651863846239
11448,2.313661781241,1.09852526634075,1.17055607303277,0
11449,1.88424940211825,1.11124418416121,0,1.12316870757698
11450,0,0,0,0.80600235569573
11451,1.79747576923448,0.65011372404976,0.553831683445316,0
11459,5.62942882002037,6.04547887376864,6.19423713585373,4.84125979683866
11461,11.3818522543091,11.1192593646664,11.5439730878716,10.7213437657531
11464,4.42329158005213,5.71108589582012,4.74275427001738,4.43042818418601
11465,11.2804792581668,10.6019541421548,10.9083625177714,10.5599135241414
11468,3.91653331299908,3.59583313909323,4.3671379071316,2.0870197771542
11470,0,0,0,0
11471,0,0,1.26342193908106,0
11472,5.51182491881601,2.95898032588142,2.65642331809447,4.54605769727532
11474,2.05487217135206,0.852791092174043,1.21729938277947,1.15553507327559
11475,6.83806772879709,5.70646587623525,6.6936440425533,5.6970641660635
11477,5.14916661675512,4.54790097250016,5.43444246725021,4.82764657000056
11479,3.82534774373247,3.27522176692341,2.55062339637279,3.15019622027691
11480,4.41041480743484,4.52367763378827,5.3084427046383,5.10905739036583
11481,2.05797735489946,1.14562388046239,1.99637401698089,0.943632334758176
11482,2.99083433467017,2.02594546015571,2.47155364276259,2.77613023126484
11484,1.23791702358481,0,1.07068666483676,1.13055657394993
11486,3.13288841395735,3.60500704218847,3.43195099974614,3.75216082438704
11487,4.67550801491714,5.01171221538617,5.3992697298509,5.07674974747808
11488,1.96505625437384,1.2237099545722,1.90477564853566,1.77212050480887
11489,5.28427760515755,3.92834834759393,4.71160429647591,5.62294525166585
11490,3.82541069795013,3.02442483672586,4.18907081728608,3.48604234491878
11491,4.94880784717357,5.11207567259924,5.65292617510937,5.5267948925279
11492,10.5726322783424,9.74089672386424,6.80824104992276,8.26073745408848
11495,1.16249732642865,0.307171258386104,0,0.445111053233674
11496,2.76763412408596,2.89983754323561,3.68550244989243,4.15530054921812
11497,1.2582522027852,1.84816838468988,0,1.49984109548226
11498,2.95968857625386,2.80220572940475,3.59750359406082,4.6288881736383
11499,0.742538401615205,1.89074848681448,1.18407331603713,2.5871627373268
11500,1.068110056031,0,0,0
11501,1.68752791317784,1.1868926397609,3.03493433549423,3.92288357939511
11502,3.39181140497186,3.17693683944728,4.01023686880867,3.31764793570639
11504,5.53874491633499,6.57808150193628,6.69022140596748,6.7011377877273
11512,3.69374506497306,4.17638380762219,5.04848845676018,4.7053078768698
11513,3.03263154189894,2.89961521418488,2.78711477807453,3.54392461463442
11514,1.84937500787673,0,1.65658358978669,1.43801608789691
11515,1.60651029144596,1.489791601975,1.99033186666489,1.24933758835505
11516,0,0,0,0.857835215068411
11517,5.76298696710148,4.51192458953386,1.37519977839507,4.30419213508133
11518,6.39361579216412,6.53780544608154,6.96968052738509,6.5370106732088
11519,1.1093308542437,0.414290485890684,0.448471307493278,2.33725441745117
11520,4.76710537562457,5.14252638135461,5.71926085947564,5.17707557453435
11522,2.87093523354689,1.70873425487199,3.69331179771794,2.15565073813636
11529,0,1.11409885712244,0,0.529543771821687
11532,7.03914022984777,6.65107042734091,7.5138384130229,8.40513745569728
11534,4.6310745453492,4.76538127308084,5.30459315300234,5.10680635391647
11535,4.15188001191074,0.524369930837542,1.95695899904471,2.11705899655308
11536,2.03854114783863,1.80786515171454,1.12096301529012,1.66768668303714
11537,0.983897266729502,0.643416413176496,0,0
11538,7.14733181222168,6.81939043711493,7.40185020356761,7.96859790457967
11539,0.992585585915191,0.814362407863463,1.16804204907579,1.6628004783731
11540,1.16784226250144,1.41797311483625,0.836283242148555,0
11541,1.94690098945401,1.20977420467341,3.09684042149604,0.999984069085604
11542,1.63124035445607,1.00346797989789,0.7318744889218,0
11544,5.86323352206123,4.85366507406696,5.49203672675587,4.88454183877044
11545,5.88415235426838,5.5746719579653,6.11122864708899,5.7992837558221
11546,4.22560812033746,4.84160368227684,5.57112503997788,5.74977916236959
11548,4.20620686595302,2.91763691292932,0.526014823076256,3.09432145279636
