"entrezgene","sample_1","sample_2","sample_3"
11287,1.09053122308874,1.27895764178461,0.298036038071353
11298,0,0,1.08970543847129
11302,0.183990522428769,2.03799272364075,2.74552691950304
11303,4.00164362130725,5.57101823595806,4.92439933399254
11304,0.231111287646658,1.18907294152265,0.579319897129558
11305,1.08706894645274,2.61087354052075,3.08102100873272
11306,2.75891570548608,3.42713677238274,3.51617707025648
11307,0.876516793955553,1.46451433909929,1.71924740361194
11308,4.82341421538531,6.26027907222674,5.99855714468683
11350,3.46730751478974,5.99753162037335,6.40994921666411
11352,2.32180173749389,3.71520962776401,3.37407242460331
11354,0,0,0
11363,4.36190202535564,5.08505597292062,5.12018585887263
11364,3.97619205197744,5.16948612417601,5.11965605014622
11370,3.47902234300246,6.23399703056703,6.61561470013798
11409,0.496897236512639,3.14999520708812,3.73110807803205
11416,2.50976899728467,3.92012965925042,4.00864118372466
11418,0,0,0
11419,0.879706695443476,1.89651244082034,3.38363697379977
11421,0.848883558642678,0.882206545786891,1.7484048223164
11423,0.382894478973745,0.37695182507092,0.443829715511109
11425,0,0,0
11426,4.44216366391701,6.4765085462732,6.82390241629826
11428,4.08019296010907,5.52662605726187,5.49648583350212
11429,4.44220065325654,7.02319114072686,7.03768748812076
11430,4.00897715724335,5.20350830764796,5.3562980752305
11431,5.80408794449928,6.93005362280958,6.8974769308223
11432,3.97931000680042,6.11711720190534,6.0389968474536
11433,0,1.61646987222893,1.41236828119639
11434,0,1.52770694401567,2.81933286394462
11435,5.47602281799401,7.00210321735299,6.15513096540668
11438,0.888438098731082,2.32583891135271,2.74180822909328
11440,0,0,0
11441,0.784468185431701,2.39459707375206,0.598079487345675
11443,2.0577323400793,2.9510248958037,3.04397766302507
11444,0.881076135947278,0,0.676738406007229
11447,2.57605062888103,1.45483946703896,2.12462948732564
11448,0.560471525525693,2.55997646894777,1.42645208652663
11449,0,1.2764262669468,0.228466544649672
11450,0,0,0
11451,0.235848500777431,0.335369897244714,0.324882263376211
11459,2.38315704351514,6.29774507363149,6.40221205680196
11461,7.92192047547526,11.714530394366,11.6684420077859
11464,4.24277570888447,5.46725936641457,5.23674001995788
11465,8.87158110888197,10.8857463983773,10.8153241614085
11468,2.53373043359353,4.36521112422553,5.51290657679642
11470,0,1.31038170224636,0.44052360289885
11471,1.04481032201416,2.04720459683035,0
11472,3.27149885847036,2.79346085141892,4.01553205682465
11474,0,0,1.80859341248749
11475,4.01409681628778,6.61152363425537,7.23310723931136
11477,2.97650881182893,5.33932723219961,6.09289093632212
11479,3.35328980359874,3.19400171639657,4.16034415479162
11480,4.83690621895339,5.16114921161426,4.95165230642934
11481,0.81267381167094,2.58882519471528,2.54619644614799
11482,1.4464526147076,3.32764506100839,4.4855011563766
11484,0.354351736399979,0.269184009978806,0.481222410797118
11486,2.37317160089098,3.57920004676137,4.55217049078237
11487,4.28056320859747,5.71200068146219,5.39503811223394
11488,0.790006380468953,1.78894825250232,2.61118393423736
11489,3.08011835553137,4.55907537074182,5.43636049280044
11490,1.39818516737448,5.10752515675802,4.92290494733289
11491,3.94451748389878,5.29221912816926,5.39826019805569
11492,10.4217085620891,7.68831859911471,7.95752900601802
11495,0.671005914498979,0,0
11496,2.65758336751462,3.79443934764374,3.50116180873473
11497,1.69889293252264,0.451875054772309,0.235710276268367
11498,3.02358580729663,4.10780522196271,3.91271920166244
11499,0.974958940233392,2.18811315871684,1.44171628666063
11500,0,0,0.188814227195643
11501,0.541172441652629,3.42291076165325,3.35383410776871
11502,2.96554892028518,4.09689388591216,4.1761852083623
11504,4.68591433818815,6.22976135561268,6.11425991127049
11512,1.98176527634793,4.72129721245683,5.86893627955024
11513,2.92751901398167,3.68736410480549,4.17967081045868
11514,1.03588068197762,4.2652277120938,5.16403607781937
11515,0.745900217491404,1.87197201584121,2.27832377882851
11516,0,0.575616744634961,0.77381815478196
11517,5.2624835437441,3.11538632630153,3.77042033418709
11518,4.37882854183239,7.29522287877239,7.63843191151055
11519,0.758576073968247,1.78518734178024,3.25690995523858
11520,3.74509656207668,6.10498084006461,6.42317587004082
11522,0,0.875263543331543,0.488107603121473
11529,0,1.87845099847545,0.827817322574214
11532,6.2828703200614,6.71181425624367,7.49204958015045
11534,4.44033006237578,4.78808819650254,4.55596576209251
11535,2.27160643995275,1.77308615099565,0.830096145114983
11536,0,3.44035343249863,2.81226149294939
11537,0,1.02392167991609,1.804622618786
11538,6.14784791513929,7.26124809849704,7.80220798879198
11539,0.559015804944852,1.45598738883661,1.06603048786753
11540,0,1.21269124855026,1.82511938947149
11541,0,1.49096022241696,2.0716943751174
11542,0.322820284131011,0,0.440019370712646
11544,3.69251197646485,5.85677236104384,5.82378060783206
11545,4.11948745062082,6.40034597890825,7.18256786491053
11546,4.2968245004144,5.71338910150528,6.1467082889311
11548,3.37152890353765,1.79087319046465,2.71801666827282
11549,0.863629188365058,0.119378438134724,0.321654450477278
11550,0,2.23858639781928,2.04990289815982
11551,0.268238286045588,1.70409515024379,2.04397006834507
11552,0,0.886225209341374,0.184536259466449
11553,0,0,0
11554,0,0.532879494945232,0.281675225752817
11555,1.63867351529638,0,0.808592773212501
11556,0,0,0
11564,7.11775794232677,8.38145303401207,7.76797615156369
11565,1.56552770125879,0,0
11566,5.43019306258592,6.34361981808625,5.94156696428822
11567,0.8049711436347,0.450979404150354,1.79870312498026
11568,2.93340892812389,4.57453704537646,5.9739243025645
11569,3.9287605772832,4.71524956068242,4.70594027679208
11571,0,0,0
11572,0,0,0
11576,0,0,0.330519102280872
11593,2.25118418239761,4.13954073620401,3.71546436443898
11595,0.590379448777479,1.22722351306605,1.00482373665001
11596,0,2.52518414587085,3.51306290988904
11600,5.50211035574079,5.83772624935633,5.04104994584782
11601,2.55653618773645,4.43871310290002,3.83156964618865
11602,1.310943473482,0,1.9291197445862
11603,4.16235316838097,6.53562262861421,6.67188923842847
11604,0,2.23826982722117,1.13497981272332
11605,2.90247809653168,4.6777878973476,4.35648600823442
11606,1.15845624257519,1.77438049808771,0.369658014152454
11607,0.412190231989745,1.97227135941549,0.956490993291991
11608,0,1.35344328114946,0
11609,8.90072466587233,10.0010637755156,8.36724155290848
11610,3.56966595201636,3.62366503323577,3.8001532797291
11611,0,0,0
11614,0,0.696358006587984,0
11622,5.15565208624658,6.27380216579678,5.09336633225345
11624,1.86822889062642,1.98520841351106,1.7406286120644
11625,0,0,0
11628,0.960024559469461,0,1.0842708590151
11629,3.13057095256541,1.62220744290296,3.09119856895424
11630,0.49303765165254,0.536299910235073,0.902305974295454
11632,2.40150204696112,7.30467849634319,7.61419661081499
11634,0.656201269878084,0,0.690878642935739
11636,0,2.60761304934416,2.19409345215601
11637,4.06938862774205,7.50645983229483,8.21909632710331
11639,1.66986565323944,2.20693793686514,2.90621072767683
11640,1.78401068660209,4.44463513571606,4.24118142249543
11641,4.49364656930222,6.25412867934721,6.728568002258
11642,0,0,0
11643,0,0,0.442679646796954
11647,3.0883548317685,6.38756925089721,6.79077350910002
11648,0,0,0.235423169063243
11650,0,0,0.967332396282704
11651,2.64379051592186,6.56615739389073,6.69456009636601
11652,3.13535387855714,5.85971829348662,6.74050268974078
11655,3.27845512544691,4.58067042299416,5.02255931542419
11656,2.92781840638782,5.82608701902079,5.66129796666958
11657,0,0.627414288148807,0.33672298831236
11658,6.91282803028471,7.81941283218583,6.64945769844726
11666,0.738067582742762,4.22622778224282,4.73587675511441
11668,0.455982931609927,2.56795592899188,3.46515146997966
11669,2.91426120896848,3.62178979123757,6.00603665380495
11670,0,0,0
11671,3.50759309188846,5.10497802674616,4.98662118043864
11674,5.17787781966071,7.63005728950914,7.44406696678051
11676,2.54834409669157,3.62231503122895,4.09525702761801
11677,4.80413390446474,6.74657271118962,7.72582424157732
11682,0.47607789715495,0,0.187760387443346
11684,2.35587344182587,2.59884250129605,3.0986444097095
11685,0,0,1.11303388021463
11686,1.7016786921245,0.559959930498322,1.50114485071569
11687,0.955078906883517,0,0
11688,5.52836128236346,6.57184235245192,5.7658382794419
11689,0.309209006162884,1.26836142955152,2.86562577333172
11690,2.18200607775855,3.9388731701159,2.25500226311804
11692,1.64509637832397,4.89938351433761,5.07374646457493
11694,0.490126807388828,0,0
11695,6.28350871347408,5.23885083098523,5.74672094856689
11698,0.784178904302175,2.39403849055244,4.42882480381497
11699,0,0,0.5216365076207
11702,4.81348436466615,6.3991342737758,5.72280999662534
11704,0,1.38897700078797,3.5773406560731
11705,0,0,2.46360512757973
11717,1.82135503039331,2.56098097993385,2.80089683239156
11720,0.957399678113428,0,0
11722,2.57887228978616,1.78387521990669,2.72260967582584
11727,1.12752096752765,2.82998423391318,1.42488803466363
11730,0,0,0
11731,0,0,0
11732,2.45583239464725,4.33851991225053,3.81248212952888
11733,1.15373847883537,1.82706985724644,1.85314666876941
11735,3.26060924393699,3.4035935752912,3.86183001580018
11736,5.71251788002571,6.94202699141495,6.92253669631869
11737,6.21019485138233,7.31988544320663,8.44965289831203
11739,7.55478267443538,8.72691832513356,8.66552663618662
11740,7.14290038709181,8.56452129362848,8.12004729576429
11744,1.52804575734214,2.57465942923116,2.24234971450557
11745,3.48682747476559,4.54633920195609,4.20665972009005
11746,3.54117598328947,4.55367544857355,5.030924665082
11747,6.05134269402784,7.70291899885918,7.83437884903587
11749,5.53055533718694,8.41483091219568,9.0359077855922
11750,3.18495574608707,4.37016479822367,3.98805599804922
11752,0.486372268889325,1.12534908410666,0.891584568022847
11754,1.89243769483675,2.58411356883628,3.42497921565157
11757,4.38289718785799,6.34173994432906,5.70850325602431
11758,4.48277857215128,6.06194920486612,5.93211677280627
11761,1.35125384225161,0,1.44142501220799
11764,1.9063230785889,4.8502157772749,4.76878097426761
11765,4.27588169024884,6.78812590281516,6.91108846574724
11766,4.02475236682929,4.22602652844793,4.3258182587971
11767,2.91417810315168,6.69451916823694,6.73174979646572
11768,0,0,1.5843270026852
11769,1.75101311253226,5.61285854539859,4.15566644797961
11770,0,0,0
11771,0.278161963197144,4.75531077592529,5.14870294708736
11772,3.29653432929764,6.08799136315024,6.30215274550608
11773,5.30993006842658,7.56870668903722,8.00323531040956
11774,4.48670018229848,6.11658654067264,6.8196314369529
11775,0.467424355963589,0,0.626810536349453
11776,4.0435050544209,6.36898451280384,6.7888434334942
11777,5.92198947098445,6.4496441544819,5.58478021430441
11778,3.74019823808578,5.21893227252091,5.69492903383767
11781,3.47558745815113,5.51582753114222,4.99932413884436
11782,4.56837611876327,5.21455567563792,5.00190381261033
11783,2.25742466749802,4.88231802473787,4.46080608048786
11784,5.48936372118334,4.745326128458,1.29652256360222
11785,1.06919420689153,4.26351010400546,4.55159446939678
11787,4.06503836281421,5.6003630753223,6.13858587205727
11789,5.52678638792853,5.69567086505476,6.30511911551691
11790,1.55479038296682,3.41395436656083,3.93986768332991
11792,5.53156870506776,7.25888484895065,7.29379310727866
11793,3.49525844165199,4.90045280342638,4.12441308970745
11796,3.013913092682,3.86945028435376,4.86975295577131
11797,4.68799666666888,6.23720471148375,6.00258313333769
11798,4.56348776822551,5.51988863128641,5.56845096506133
11799,7.03431856154511,8.35905036396895,6.3522671848155
11800,4.61798976294676,6.09354449629193,6.03549969009511
11801,0,0,0
11803,2.48349004039907,3.6024165521952,5.20633670810835
