"entrezgene","sample_1","sample_2","sample_3"
11287,1.41025395240599,0.829314817041155,1.38514313815655
11298,0,0,1.5760536290064
11302,1.60313536793767,1.10164421313945,1.33839694576019
11303,4.95431911083354,5.83286598256707,5.26017122161005
11304,0.375737049440676,0,0.901353427082729
11305,2.45749253137611,2.20441506536006,1.92911473938979
11306,3.7744926092282,3.07325532887022,3.3917598108237
11307,1.45320359120516,0.655282173663839,1.75957487922706
11308,6.21909340175481,6.20297712854758,6.00193191329103
11350,5.73811893706261,5.90572065118163,5.92221106841735
11352,3.01501063522453,3.5206829318448,3.95359885036992
11354,0,0,0
11363,5.43908621697226,5.15363167450207,4.90277025344086
11364,4.57187769853157,4.97955217938017,5.07546256868577
11370,5.43476069548875,6.19885298839574,6.23463244775194
11409,3.8457388995096,2.57260389044124,3.20401737716311
11416,3.52192445897373,4.29817255617043,3.4850215946785
11418,0.423690248775504,0,0
11419,1.5915509587179,0.855038084597572,1.421321826623
11421,1.41453116158036,0.351045250613366,0.362689730797989
11423,0.120015516235562,0,0.590799660904608
11425,0,0,0
11426,6.62563261328887,6.02687942751807,6.26582547925031
11428,5.49732963172142,5.58944458124008,5.76251303302975
11429,6.95020254139119,6.65596983648324,7.00497617135987
11430,5.15456508247474,5.25381967203042,5.05590579495379
11431,7.38232106031746,7.02532135190876,6.84069579929783
11432,6.14223584811581,5.95322448065701,6.18505966606658
11433,1.76600027074228,2.45955953398781,1.73754652963327
11434,2.09852683454113,2.35105366174648,1.64521246274546
11435,5.83550096790946,6.90358727350664,7.03583456908102
11438,1.45891085788328,2.99390475963249,2.27094923758993
11440,0.289879351904687,0,0
11441,1.79668320528356,2.16289922232359,0.92763915712445
11443,2.29633159956058,3.10678363698717,3.15385532901352
11444,0.782983816118617,1.00942691389445,0.433359918967699
11447,1.86016376898686,1.43653130163916,1.12465033135422
11448,0.492079917388394,2.14678690504055,2.18809775424662
11449,1.79881528229343,0,0
11450,1.63211035910564,1.30790017724255,0
11451,0.542177765163241,1.83392463931328,0
11459,5.93124073119731,5.58333166276519,5.63538397870024
11461,11.330421289736,11.5076238362254,11.611816848446
11464,7.19596572237857,2.91461753337091,4.41663910890748
11465,10.3169734407651,10.8629441489405,10.8436213685983
11468,0,0,1.21995817343312
11470,0,0,0
11471,0,0,0
11472,4.25533626945178,2.42259545854512,4.81505996659084
11474,0.281286540838783,0.682805783484967,1.52802424695686
11475,4.37030644887219,4.94469635839127,4.0680453188262
11477,5.62168406337921,5.51271790983186,5.31814393453291
11479,2.18656009505169,3.94726701122364,3.08465988574164
11480,5.96774469086692,5.22818602178055,5.32529763639763
11481,2.55028572807182,2.21470202478553,2.25655900473524
11482,3.46104276741676,2.80717503253902,3.98571680075558
11484,1.59747771695554,0,0.430459511012694
11486,4.4383946606288,4.40105987582147,3.78259161330262
11487,5.2341937102957,5.41284268189881,5.56837721850733
11488,0.986172528938733,2.17313794436288,2.43885312521069
11489,4.58315019961665,4.56269109283463,4.46286493122258
11490,3.89228121232605,4.24313416597238,4.07780540147041
11491,6.26182066224094,5.62982455231118,5.74774763571833
11492,7.44331894662272,7.19841297018364,7.34733744426948
11495,0,0.776305263857287,0
11496,4.72123780604571,4.21995218124922,4.39062768538385
11497,0.513415953071032,0,0
11498,3.52944189704915,3.37352360757929,4.51473963946134
11499,2.4716860091877,1.11247230584674,1.48987495143482
11500,0,0,0
11501,2.10848782471555,2.6955812266103,2.61242910930259
11502,3.91825737131969,3.66101729328157,3.85096434221013
11504,5.57286378234535,5.80955851672462,5.33588598647124
11512,4.39514556114881,4.80879031076573,5.15769149430091
11513,4.10481846761721,3.52537792460631,3.53969029577133
11514,2.45851126114968,3.36047413752085,3.66208582329209
11515,1.34808042423723,2.34319144917268,2.30605869695521
11516,0,0,0
11517,3.41056080234499,3.40746756579147,3.24193609544587
11518,6.83961901824027,7.41754620722019,7.33474038205085
11519,1.34484742688199,1.58418550045218,1.25232144867009
11520,5.16818130612495,6.13698633715049,5.52312666342381
11522,2.13535585954098,2.96621475040333,3.01266387712517
11529,2.24267272700588,0,1.49299962237171
11532,7.06027218444536,6.88774228620456,7.41628700806459
11534,4.02663842552272,5.19690886098471,4.7475046712268
11535,1.26594202362082,2.6476184722124,2.34991421324689
11536,3.17262940680288,1.65380831122367,2.9413933282004
11537,0,1.4266432782419,0
11538,7.94886202863428,7.24267632814344,7.39061443019002
11539,1.33313252355354,0.361549746712992,0.669918519793732
11540,0.59494479281235,1.28394609826182,0.802766302763227
11541,3.06432309672783,0.989870752206789,3.19912678997024
11542,0.515422516467491,1.14228412114962,0.70159414506951
11544,4.84698063607604,5.89669362438913,6.27178161786108
11545,6.60466369544437,6.35343843402959,6.27432012283198
11546,6.16700560598213,5.44350574137303,5.93009458817689
11548,2.80813885281324,1.58952456935122,2.37010881861289
11549,1.4877188709818,0,0.66434190182333
11550,1.23306527434419,1.33282912222303,0
11551,2.08288623844128,1.98229791887193,2.34556775436198
11552,0.578125437636634,0,0
11553,0,0,0
11554,1.02747347504272,0,0.813355160530117
11555,0.681009088728295,0,0
11556,0.657240509923408,0,0
11564,7.86115053869857,8.1616837231341,8.52950044309301
11565,0.41748482224039,2.25524405730519,0.984728138859434
11566,5.69649355389766,6.12647431465386,6.63285862869722
11567,0.512418580062281,1.76463742868899,1.51898487780885
11568,6.40362324074103,5.72906736203221,5.35630875877111
11569,5.40031849860454,4.90603671621285,5.08878230684161
11571,0,0,0
11572,0,0,0
11576,0.948639047077799,0,0
11593,3.98740001847595,3.60190642863293,3.65074385537862
11595,0.683550637450595,3.01069772268878,2.87069195203545
11596,2.20602171180543,2.80260249720192,2.41707477436601
11600,4.86247190988531,6.87512611043021,5.58735269644667
11601,3.91740509105277,4.81665741191635,4.48164094189394
11602,0.508607971068265,2.52442888390689,0
11603,5.38536687572371,6.42229098415953,6.49945112970685
11604,1.95628111290863,0,2.37889349417519
