"entrezgene","sample_1","sample_2","sample_3"
12509,120,49,60
12511,1,0,0
12512,445,296,446
12514,74,44,75
12515,0,0,0
12516,0,0,2
12517,36,30,22
12518,1,0,0
12519,1,2,0
12520,1111,1497,1114
12521,20,31,22
12522,3,0,1
12523,101,37,70
12524,12,7,10
12525,10,3,13
12526,83,62,69
12527,41,23,89
12530,313,105,148
12531,111,70,80
12532,209,78,85
12534,341,98,215
12537,899,159,303
12539,371,206,261
12540,1589,652,1212
12544,166,69,72
12545,258,71,172
12549,730,543,436
12550,27,1,4
12552,6603,2110,3876
12554,60,47,20
12555,12,7,3
12556,3,0,3
12557,9,0,0
12558,1190,448,477
12560,17,33,30
12561,54,24,30
12562,1451,641,436
12563,145,49,70
12564,40,15,26
12565,3,2,2
12566,192,137,106
12567,1030,870,801
12568,102,111,91
12569,20,14,13
12570,6,0,0
12571,190,47,63
12572,1312,704,860
12575,7,7,13
12576,169,71,135
12577,2139,654,1819
12578,0,0,0
12579,0,2,5
12580,18,8,9
12581,122,90,132
12583,1242,341,567
12585,320,106,96
12587,4,6,10
12589,347,48,150
12590,0,0,0
12591,0,0,0
12592,0,0,0
12593,97,51,60
12606,13,12,7
12607,487,72,184
12608,2,2,0
12609,21,22,28
12611,425,73,189
12613,0,1,0
12614,97,70,35
12615,303,158,197
12616,185,158,144
12617,390,78,236
12622,50,66,91
12623,7,0,0
12626,623,35,263
12627,0,0,0
12628,36,12,17
12630,0,0,0
12631,1567,773,740
12632,323,86,253
12633,1578,901,1198
12638,4,1,6
12640,0,0,0
12642,3,2,0
12643,1,3,0
12647,24,33,33
12648,1183,210,516
12649,162,78,96
12651,212,115,148
12652,3,0,0
12653,17,0,3
12654,5,0,2
12655,0,0,0
12659,22,6,7
12660,848,665,971
12661,76,9,13
12662,402,54,175
12663,101,15,62
12667,36,32,22
12669,6,8,6
12671,2,0,0
12672,11,39,16
12675,239,59,147
12677,0,0,0
12683,3,0,0
12684,12,5,5
12686,2,0,0
12695,131,61,93
12696,108,30,38
12700,28,27,46
12702,14,39,13
12703,1,0,7
12704,242,71,97
12705,7,0,3
12709,53,16,28
12715,2,0,0
12716,19,0,6
12721,57,59,42
12722,29,17,13
12723,21,3,4
12724,234,208,123
12725,92,68,77
12727,171,51,109
12728,194,55,118
12729,1141,180,351
12733,4,2,0
12737,61,75,151
12738,2,0,0
12739,1,0,0
12740,0,0,0
12741,30,31,25
12745,2,1,0
12747,1469,213,868
12748,628,253,274
12750,533,161,338
12751,296,203,146
12752,102,48,38
12753,390,161,209
12757,853,252,471
12759,48,28,42
12763,622,900,1223
12764,344,86,150
12765,1271,779,1029
12766,0,0,1
12767,3,9,17
12768,5,1,16
12769,30,18,12
12770,0,0,0
12771,5,0,0
12772,23,11,31
12773,6,21,28
12774,13,6,11
12775,0,2,0
12776,0,0,0
12777,0,2,1
12778,247,112,96
12780,10,2,1
12785,3125,490,1690
12788,1,0,0
12789,2,0,0
12790,39,16,19
12793,252,105,220
12794,68,57,24
12795,16,22,7
12796,1,1,1
12797,2,2,4
12798,866,382,398
12799,147,99,56
12801,27,3,8
12802,183,244,267
12803,4,2,1
12804,84,82,44
12805,47,26,35
12807,1118,481,658
12808,156,81,76
12810,46,6,22
12812,104,16,41
12813,27,44,28
12814,1944,630,1406
12815,9,6,7
12816,2280,2450,3356
12817,8,0,3
12818,80,69,125
12819,262,256,150
12821,43,17,29
12822,202,214,114
12823,1,0,5
12824,1702,574,292
12825,6565,3469,5560
12826,1748,1136,978
12827,2212,1688,902
12828,6,2,2
12829,8,1,4
12830,61,41,119
12831,2493,2230,1376
12832,1468,724,1122
12833,1097,1349,942
12834,1863,2044,1148
12836,53,27,11
12837,10202,938,1327
12839,72,4,6
12840,199,118,178
12841,453,103,98
12842,9214,6981,4419
12843,11909,4600,6629
12845,1,9,2
12846,522,317,399
12847,2664,1057,1429
12848,786,143,355
12850,85,26,35
12854,6,6,10
12856,36,8,37
12857,612,420,571
12858,162,91,130
12859,489,197,264
12861,432,418,349
12862,0,0,0
12864,247,84,176
12865,4,3,2
12866,202,119,162
12867,304,214,401
12868,281,327,320
12869,0,0,2
12870,12,4,20
12873,22,18,7
12874,599,288,278
12876,187,87,107
12877,2,1,0
12879,57,25,26
12889,1,0,0
12890,668,1665,1522
12891,1,0,0
12892,242,98,187
12894,233,66,67
12895,2,7,3
12896,84,55,54
12902,33,15,13
12903,714,459,534
12904,219,100,182
12905,117,28,30
12908,186,240,169
12909,152,21,41
12912,619,210,387
12913,108,53,105
12914,3471,1279,1085
12915,190,103,86
12916,57,15,43
12918,0,0,3
12919,0,0,0
12921,0,0,0
12922,2,0,0
12925,33,29,37
12927,230,179,108
12928,880,290,475
12929,469,307,238
12931,145,220,65
12933,112,43,42
12934,802,838,890
12936,0,0,0
12937,9,0,2
12939,7,0,0
12941,9,0,3
12942,9,3,0
12943,1,0,1
12944,40,61,96
12945,7,0,0
12946,304,60,157
12950,134,40,69
12951,79,49,54
12952,99,43,85
12953,1064,177,206
12954,4,4,0
12955,18,21,58
12957,9,1,10
12958,3,3,0
12959,2,0,0
12960,5,1,1
12961,0,0,0
12962,8,8,7
12964,0,1,1
12965,0,0,0
12966,3,0,0
12967,2,0,0
12968,1,0,1
12969,0,0,0
12970,0,0,0
12971,8,0,0
12972,84,79,88
12974,1197,579,685
12977,278,165,181
12978,172,83,68
12981,1,0,0
12982,109,59,26
12983,106,125,71
12984,147,47,46
12985,1,0,2
12986,245,411,566
12988,72,105,121
12990,0,0,0
12991,1,0,0
12992,0,0,0
12993,0,0,0
12994,4,0,0
12995,743,361,451
13000,394,158,206
13001,227,144,129
13002,762,335,281
13003,23261,5363,6115
13004,189,401,400
13006,3114,167,709
13007,298,157,174
13008,449,153,329
13009,5,1,1
13010,278,219,223
13011,3,2,0
13012,0,0,0
13013,0,0,0
13014,143,80,154
13016,279,172,196
13017,320,182,179
13018,657,179,318
13019,50,24,25
13024,304,222,210
13025,46,5,23
13026,354,141,164
13030,940,731,743
13032,110,36,77
13033,965,546,387
13034,7,322,396
13035,0,0,0
13036,33,10,11
13038,125,45,86
13039,699,122,318
13040,80,19,23
13041,10,31,6
13043,494,211,360
13046,369,304,214
13047,1115,303,276
13048,38,13,9
13051,98,43,82
13052,220,63,81
13056,20,5,1
13057,37,46,44
13058,39,2,13
13063,934,282,548
13067,0,0,0
13070,3,2,0
13072,2,0,0
13074,12,0,0
13075,10,2,1
13076,0,0,0
13077,0,0,0
13078,115,12,13
13079,1,0,0
13081,2,0,0
13082,7,0,0
13085,3,0,0
13086,9,0,0
13087,12,0,0
13088,4,0,0
13089,0,0,0
13090,5,0,0
13094,0,0,0
13095,1,0,0
13096,0,0,0
13097,0,0,0
